First Name,Gender,Start Date,Last Login Time,Salary, Bonus % ,Senior Management,Team
Juan,Male,4/16/2002,11:09 PM,97364, 4 ,FALSE,Product
Gloria,,7/19/1983,1:57 AM,140885, 1 ,FALSE,Human Resources
Jennifer,,1/24/1989,8:38 PM,58520, 16 ,TRUE,Client Services
Edward,Male,08-04-1989,6:06 AM,66067, 11 ,TRUE,
Marilyn,Female,12/17/1982,12:10 PM,147183, 9 ,FALSE,Business Development
Mary,Female,10/18/2009,6:32 PM,87721, 12 ,FALSE,Product
Linda,Female,7/15/2009,10:12 PM,144001, 2 ,FALSE,Business Development
Larry,Male,8/27/2003,1:00 PM,91133, 5 ,FALSE,Sales
Albert,Male,02-01-1997,4:20 PM,67827, 20 ,TRUE,Engineering
Kenneth,Male,4/13/1999,10:28 PM,81839, 12 ,FALSE,Sales
,Female,12/31/2006,11:02 PM,81444, 3 ,,Distribution
Gregory,,07-09-2011,11:31 PM,137661, 5 ,TRUE,Sales
Brandon,Male,10/16/2015,2:44 AM,112548, 5 ,FALSE,Engineering
Stephen,Male,04-09-1987,12:47 PM,111249, 11 ,TRUE,Human Resources
Russell,Male,10/30/1994,5:46 AM,114334, 10 ,FALSE,Product
,Female,9/18/2002,12:39 PM,118906, 5 ,,Marketing
Pamela,,7/15/2001,1:33 PM,72979, 6 ,FALSE,Sales
Scott,Male,08-03-1996,1:50 AM,64172, 11 ,TRUE,Engineering
,Female,4/18/1996,3:57 PM,107024, 12 ,,
Carlos,Male,7/28/2010,3:08 PM,50167, 2 ,FALSE,Product
Jack,Male,12/24/1980,10:58 PM,106995, 16 ,FALSE,Product
Debra,Female,1/19/2010,8:48 AM,70492, 9 ,FALSE,Client Services
Phyllis,Female,1/15/1995,5:27 AM,125881, 17 ,FALSE,Sales
Robert,Male,10/29/1994,4:26 AM,123294, 20 ,FALSE,Client Services
Gloria,Female,9/19/1989,7:40 PM,131045, 11 ,TRUE,Product
Sharon,,10/28/1984,5:59 PM,97635, 10 ,TRUE,Client Services
Barbara,,4/26/2001,12:22 AM,94493, 13 ,TRUE,Sales
Marilyn,Female,8/15/1989,9:14 AM,140502, 10 ,TRUE,Sales
Ralph,Male,10/27/2010,10:28 AM,106310, 4 ,TRUE,Client Services
Harry,,12-05-1996,5:45 AM,46240, 7 ,TRUE,Engineering
Robin,Female,01-08-1998,2:12 AM,111163, 5 ,TRUE,Product
Kathy,Female,11/25/2001,9:55 PM,93753, 7 ,TRUE,Sales
Rose,Female,07-06-2002,3:57 PM,63494, 19 ,TRUE,Human Resources
Clarence,Male,1/13/2005,9:00 AM,116693, 14 ,TRUE,Distribution
Doris,Female,7/29/1992,6:40 PM,85215, 7 ,TRUE,Human Resources
Kathryn,Female,06-09-1988,9:29 AM,86439, 8 ,FALSE,Finance
Billy,,3/16/2004,8:21 AM,62913, 18 ,TRUE,Marketing
Norma,Female,4/16/1996,5:40 AM,38872, 9 ,TRUE,Business Development
Richard,,11/28/1992,5:05 PM,124655, 14 ,TRUE,Engineering
Craig,Male,02-08-1984,4:45 AM,113506, 20 ,FALSE,Marketing
Sarah,,7/20/1990,10:49 PM,109980, 9 ,FALSE,Sales
Sharon,Female,03-09-2014,4:39 PM,91522, 8 ,FALSE,Finance
Mary,Female,8/22/2010,8:03 AM,42214, 18 ,TRUE,Business Development
Steve,,2/23/2002,3:55 AM,83159, 10 ,TRUE,Distribution
Joe,Male,12-05-2010,4:20 PM,144082, 2 ,TRUE,Client Services
Jeremy,Male,5/29/1994,6:24 AM,47885, 19 ,TRUE,Human Resources
Ernest,Male,8/14/2012,11:25 AM,126232, 6 ,TRUE,Sales
Kevin,Male,6/23/1981,8:26 PM,134598, 12 ,FALSE,Business Development
Jacqueline,Female,02-11-2007,2:01 AM,66604, 15 ,FALSE,Legal
Johnny,Male,9/14/1992,8:21 AM,115194, 6 ,TRUE,Marketing
Gary,Male,8/18/2011,8:12 AM,49101, 12 ,TRUE,Business Development
Shirley,,11/16/1990,6:01 PM,67811, 13 ,FALSE,Finance
,Male,6/29/2008,5:23 AM,111043, 6 ,,Distribution
Sarah,,8/31/1981,2:51 PM,37748, 9 ,FALSE,Human Resources
Julia,Female,03-02-1982,12:52 PM,36403, 3 ,TRUE,Finance
Dorothy,Female,11-05-2013,10:50 PM,140136, 3 ,TRUE,Business Development
Justin,Male,5/22/1986,6:30 AM,121508, 19 ,TRUE,Finance
Kevin,Male,11/20/1986,6:59 PM,79906, 18 ,TRUE,Sales
Victor,Male,9/24/2005,12:04 PM,123144, 16 ,TRUE,Product
Deborah,Female,11/25/1980,4:33 AM,46953, 17 ,FALSE,Client Services
Matthew,,06-09-2003,7:35 AM,79443, 15 ,FALSE,Human Resources
Alice,Female,05-02-1986,1:50 AM,51395, 2 ,TRUE,Finance
Todd,Male,3/16/2016,2:45 PM,134408, 4 ,TRUE,Human Resources
Frank,Male,01-10-1981,1:30 PM,71853, 8 ,TRUE,Sales
Christopher,Male,5/13/1999,10:48 AM,68028, 8 ,TRUE,Finance
Rose,Female,5/28/2015,8:40 AM,149903, 6 ,FALSE,Human Resources
Andrea,Female,10-01-2010,11:54 AM,79123, 19 ,FALSE,Distribution
Charles,Male,12/16/1999,8:28 PM,104014, 7 ,FALSE,Legal
Jessica,,03-07-2015,8:45 PM,121160, 13 ,FALSE,Client Services
Wanda,Female,7/20/2008,1:44 PM,65362, 7 ,TRUE,Legal
Joyce,Female,02-07-1995,7:38 AM,50701, 14 ,TRUE,
Billy,Male,12-01-2006,3:32 PM,144709, 10 ,TRUE,Distribution
Kathryn,Female,8/29/2007,6:10 AM,53061, 12 ,TRUE,Finance
Denise,Female,3/18/2001,12:02 AM,36697, 11 ,TRUE,Sales
Jason,Male,11/20/1998,2:54 PM,69244, 6 ,TRUE,
Nicholas,Male,03-01-2013,9:26 PM,101036, 3 ,TRUE,Human Resources
Aaron,Male,7/22/1990,2:53 PM,52119, 11 ,TRUE,Client Services
Louise,Female,5/13/2003,9:47 AM,46666, 2 ,TRUE,Business Development
Julie,Female,4/23/1998,5:52 AM,73437, 3 ,TRUE,Finance
Kathy,Female,05-08-1987,6:19 PM,86318, 18 ,TRUE,Sales
,Male,5/24/2016,9:17 PM,76409, 7 ,,Distribution
Chris,Male,12-12-2006,1:57 AM,71642, 1 ,FALSE,
Cheryl,Female,8/16/1994,8:33 AM,67150, 16 ,TRUE,Marketing
Gregory,Male,5/15/2009,3:52 PM,142208, 11 ,TRUE,Engineering
Wayne,Male,1/30/1992,3:01 PM,81183, 17 ,FALSE,Client Services
Beverly,Female,11/30/2005,2:57 AM,107163, 4 ,TRUE,Human Resources
Willie,Male,8/22/2009,1:03 PM,55038, 20 ,FALSE,Legal
Terry,,7/15/2016,12:29 AM,140002, 19 ,TRUE,Marketing
Scott,Male,11/17/2012,2:47 PM,146812, 2 ,TRUE,Marketing
Annie,Female,12/19/1994,6:19 AM,40119, 4 ,TRUE,Human Resources
,Male,2/21/1995,12:26 AM,136602, 10 ,,Marketing
Ruth,Female,10/24/2000,4:13 AM,69579, 18 ,TRUE,Human Resources
Deborah,,02-03-1983,11:38 PM,101457, 7 ,FALSE,Engineering
Patricia,Female,01-09-2015,4:16 AM,121232, 17 ,FALSE,Legal
Albert,Male,9/30/2007,5:34 PM,102626, 16 ,FALSE,Finance
Charles,,03-01-1987,1:00 PM,137171, 6 ,TRUE,Marketing
Tina,Female,1/17/2005,9:11 AM,88276, 14 ,FALSE,Legal
Jeremy,Male,08-09-2001,3:56 AM,43354, 14 ,FALSE,Marketing
Craig,Male,4/14/1996,9:17 AM,125556, 8 ,FALSE,Engineering
Jose,Male,07-11-2002,9:15 AM,59862, 3 ,FALSE,Product
Lawrence,Male,5/13/2005,1:25 AM,74640, 19 ,FALSE,Marketing
Helen,Female,10/31/1997,2:43 AM,52875, 4 ,FALSE,Legal
Walter,Male,08-04-2007,1:59 PM,58789, 5 ,FALSE,Sales
Amy,Female,6/19/2002,3:06 AM,122897, 8 ,TRUE,Engineering
Janice,Female,6/28/1997,1:48 PM,136032, 11 ,TRUE,Marketing
Stephen,Male,05-09-2015,7:07 PM,141958, 9 ,TRUE,Legal
Ryan,Male,7/20/1993,10:18 PM,139917, 11 ,FALSE,Distribution
Sharon,Female,03-12-2002,6:32 AM,147635, 15 ,FALSE,Human Resources
Joshua,Male,07-10-1984,7:22 PM,68230, 8 ,FALSE,Client Services
Clarence,Male,8/20/1992,8:23 PM,124365, 8 ,FALSE,Business Development
Jonathan,Male,8/15/2002,12:01 AM,104749, 11 ,FALSE,Engineering
Stephanie,Female,11/26/1992,12:54 AM,122121, 8 ,TRUE,Engineering
Kathy,Female,10/25/1996,12:59 PM,143541, 8 ,FALSE,Human Resources
Albert,Male,8/14/2008,5:43 PM,137840, 10 ,FALSE,Business Development
Michael,Male,5/22/2011,10:42 AM,73354, 18 ,FALSE,Business Development
Richard,Male,07-04-1997,11:47 AM,47647, 19 ,TRUE,
Amy,Female,3/30/2008,10:54 PM,106249, 16 ,FALSE,Sales
,Female,4/27/2013,6:40 AM,93847, 1 ,,Business Development
Beverly,,05-03-1995,5:49 AM,104815, 3 ,FALSE,Product
,Female,4/26/1992,8:01 PM,115436, 3 ,,Human Resources
Joe,Male,4/14/2000,3:14 PM,50645, 11 ,FALSE,Marketing
Ashley,Female,8/15/1997,9:48 PM,142415, 2 ,TRUE,Finance
Howard,Male,04-09-2012,6:36 AM,37984, 2 ,FALSE,Distribution
Cheryl,Female,12-03-2014,9:27 AM,71751, 16 ,FALSE,Business Development
Robert,Male,03-11-2007,11:20 AM,135882, 20 ,FALSE,Legal
Sharon,Female,07-01-2011,9:50 AM,46007, 20 ,TRUE,Client Services
Judith,Female,11/23/2007,1:22 PM,117055, 7 ,FALSE,Marketing
Nicholas,,09-09-1989,7:12 PM,58478, 7 ,TRUE,Distribution
Jerry,Male,1/30/1995,7:51 PM,121357, 19 ,FALSE,Business Development
Craig,Male,11-01-2005,11:31 PM,44857, 13 ,FALSE,Finance
Barbara,Female,3/21/2002,8:02 AM,47322, 7 ,TRUE,Sales
Eugene,Male,5/24/1984,10:54 AM,81077, 2 ,FALSE,Sales
Johnny,Male,2/26/2016,7:39 PM,76394, 5 ,TRUE,Marketing
Benjamin,Male,05-05-2013,3:28 PM,114356, 7 ,FALSE,Client Services
Diana,Female,6/13/1994,4:21 PM,41831, 5 ,FALSE,Business Development
Barbara,,12-10-1980,11:04 PM,90187, 15 ,TRUE,Distribution
Christine,Female,02-01-2003,1:11 PM,72613, 11 ,FALSE,Legal
Sean,Male,02-11-2013,7:07 PM,42748, 10 ,FALSE,Distribution
Sarah,Female,11-03-1980,2:47 PM,37259, 2 ,FALSE,Client Services
Roger,Male,08-03-2015,4:56 PM,125033, 5 ,TRUE,Marketing
,Female,6/24/2014,10:05 AM,38275, 10 ,,Distribution
,Male,4/20/1980,1:17 PM,71520, 13 ,,Engineering
Donald,Male,7/14/1995,7:51 AM,106472, 6 ,TRUE,Client Services
Clarence,Male,11-03-2015,12:11 AM,103684, 19 ,TRUE,Engineering
Scott,Male,11/23/1996,7:36 PM,96111, 16 ,FALSE,Human Resources
Ann,Female,11-04-1984,12:17 PM,90719, 6 ,FALSE,Business Development
Frank,Male,4/27/2003,12:04 PM,140303, 17 ,FALSE,Legal
Joe,Male,07-04-1983,7:32 AM,62161, 8 ,TRUE,Business Development
Wanda,Female,04-06-1993,3:11 AM,78883, 20 ,FALSE,
Jimmy,Male,11/19/2013,7:29 PM,63549, 20 ,FALSE,
Amy,,12/25/1984,10:52 AM,63888, 18 ,TRUE,Product
Larry,Male,01-08-1999,2:05 AM,97370, 10 ,FALSE,Sales
Gloria,Female,04-12-1992,8:26 PM,66224, 16 ,TRUE,Legal
Ruth,Female,12-12-1996,10:07 AM,97915, 4 ,TRUE,Human Resources
Diana,Female,1/19/1995,12:37 AM,86883, 18 ,TRUE,Product
Raymond,Male,2/16/2009,10:38 PM,37812, 3 ,FALSE,Human Resources
Peter,Male,2/22/2003,9:09 AM,56580, 8 ,TRUE,
,,9/25/1981,9:59 AM,83895, 18 ,,Engineering
Catherine,Female,8/31/2013,7:24 PM,58047, 15 ,TRUE,Distribution
Diane,Female,07-05-1982,4:56 PM,124889, 15 ,TRUE,Sales
Peter,,10/13/2014,9:33 PM,118840, 15 ,TRUE,Client Services
Steve,Male,8/22/1995,6:58 AM,67780, 10 ,TRUE,Human Resources
Barbara,Female,3/22/2004,8:11 AM,144677, 9 ,FALSE,Finance
Helen,,12-02-1993,1:42 PM,45724, 1 ,FALSE,Product
Jimmy,,8/26/1983,2:48 AM,86676, 7 ,TRUE,Product
Christopher,Male,4/23/2014,7:52 AM,82401, 7 ,FALSE,Client Services
Kathleen,Female,6/13/2014,9:16 AM,35575, 15 ,FALSE,Distribution
Virginia,Female,05-02-2010,9:10 PM,123649, 10 ,TRUE,Marketing
Lisa,Female,2/26/2005,6:33 PM,38078, 10 ,TRUE,Product
Earl,Male,02-11-2014,9:03 PM,52620, 14 ,FALSE,Product
Gerald,,01-08-1992,3:50 PM,133366, 12 ,FALSE,Legal
Louise,Female,9/18/1981,5:47 AM,91462, 8 ,FALSE,Marketing
Clarence,Male,8/26/1982,9:47 AM,146589, 5 ,TRUE,Business Development
Cynthia,Female,9/14/1991,1:08 PM,51633, 13 ,TRUE,Business Development
Adam,Male,10-08-2010,9:53 PM,45181, 3 ,FALSE,Human Resources
Justin,Male,09-06-1999,10:30 AM,62454, 3 ,TRUE,Sales
,Female,12-02-2009,3:30 AM,84746, 5 ,,Finance
Ruby,Female,05-01-1999,3:36 AM,147362, 8 ,TRUE,Engineering
Amanda,Female,08-01-2004,1:32 PM,80803, 14 ,TRUE,Distribution
Anna,Female,4/15/2008,2:34 PM,117293, 2 ,FALSE,Client Services
Roger,Male,07-03-2010,5:11 PM,105689, 13 ,TRUE,Marketing
Julie,,02-04-1999,5:35 PM,93302, 9 ,TRUE,Product
Joseph,Male,09-10-1992,6:50 PM,102555, 4 ,TRUE,Product
Evelyn,Female,9/22/1998,7:55 PM,51525, 10 ,FALSE,Finance
Janice,Female,01-02-1984,9:06 PM,41190, 3 ,TRUE,Sales
Sara,Female,2/25/1980,10:50 PM,75484, 3 ,FALSE,Finance
Gregory,Male,6/18/1984,3:46 AM,82726, 16 ,TRUE,Marketing
Philip,Male,7/18/1985,6:36 AM,122319, 19 ,FALSE,Engineering
Barbara,Female,09-02-1991,3:41 PM,127297, 12 ,TRUE,Product
Amanda,Female,06-07-2002,7:46 AM,109290, 14 ,FALSE,Engineering
Phyllis,,10/25/1985,7:11 AM,99150, 6 ,FALSE,Client Services
Anne,Female,10/26/1996,8:09 PM,71930, 18 ,TRUE,Product
Arthur,Male,12/16/2014,4:56 PM,66819, 7 ,TRUE,Marketing
Jane,Female,06-01-1994,8:39 AM,42424, 18 ,FALSE,Distribution
Linda,Female,8/18/1985,4:34 AM,51431, 13 ,FALSE,Engineering
Ashley,Female,11/17/1999,9:18 PM,120675, 7 ,FALSE,Human Resources
Shawn,Male,12-03-2009,10:24 AM,96610, 2 ,TRUE,Client Services
Kathleen,Female,9/20/1996,3:45 PM,71430, 9 ,FALSE,Engineering
Sara,,10-07-1983,1:35 PM,87713, 19 ,TRUE,Legal
Randy,Male,05-02-2002,7:39 PM,86723, 15 ,FALSE,Engineering
Andrew,Male,3/29/1985,6:57 PM,43414, 8 ,TRUE,Client Services
Marilyn,Female,08-09-2006,11:24 AM,87145, 17 ,FALSE,Human Resources
Johnny,Male,01-08-1995,1:35 PM,91124, 13 ,TRUE,Distribution
,Female,04-01-1980,8:04 PM,48141, 13 ,,
Susan,Female,4/18/1986,9:31 AM,90829, 19 ,FALSE,Marketing
Ruby,Female,07-07-1980,3:42 AM,101262, 7 ,FALSE,Client Services
Kelly,Female,8/16/1996,3:09 AM,41427, 1 ,FALSE,Product
Jonathan,Male,04-06-1995,10:38 PM,56993, 19 ,FALSE,Marketing
Raymond,Male,1/13/1996,4:14 PM,114244, 17 ,FALSE,Human Resources
Kimberly,Female,12/30/1981,4:51 AM,81800, 5 ,TRUE,
,Female,1/13/2009,1:01 PM,118736, 7 ,,Client Services
John,Male,1/22/1995,12:17 AM,66077, 6 ,TRUE,Product
Michael,Male,7/30/1993,5:35 PM,35013, 15 ,FALSE,Product
Jerry,Male,05-04-2003,4:29 AM,98393, 11 ,FALSE,Client Services
Amanda,Female,3/17/1982,11:46 PM,107111, 1 ,TRUE,Product
Harold,Male,10/18/2010,8:45 PM,65673, 1 ,TRUE,Legal
Harry,Male,1/27/1985,8:18 PM,65482, 18 ,FALSE,
Ernest,Male,1/28/1990,12:08 AM,81919, 15 ,FALSE,Marketing
Harry,Male,11/19/1982,11:25 AM,59277, 10 ,FALSE,Finance
Diane,Female,02-02-1988,6:14 PM,49501, 14 ,FALSE,Business Development
Jack,Male,5/30/2012,3:17 AM,70367, 18 ,TRUE,Legal
Shirley,Female,4/16/1988,11:09 AM,132156, 3 ,FALSE,Marketing
Rose,Female,10/30/2004,4:34 PM,56961, 8 ,FALSE,Marketing
Cheryl,Female,7/23/1982,6:28 AM,98841, 9 ,TRUE,Client Services
Cynthia,Female,5/23/1980,3:19 AM,78226, 2 ,FALSE,Human Resources
Sandra,Female,4/24/1995,7:14 PM,116931, 10 ,TRUE,Human Resources
Andrea,Female,10/30/1994,11:23 AM,87575, 13 ,TRUE,Business Development
Rachel,Female,4/22/1988,12:01 PM,110924, 8 ,FALSE,Distribution
Justin,Male,5/24/1981,11:15 PM,78351, 15 ,FALSE,Sales
Marie,Female,11/23/2000,5:06 AM,125574, 5 ,FALSE,Sales
Louis,Male,4/15/2011,5:02 AM,95198, 2 ,FALSE,Business Development
Nancy,Female,05-07-1985,10:20 PM,121006, 4 ,TRUE,Finance
Mark,Male,10-03-1984,5:31 AM,95728, 7 ,TRUE,Business Development
Teresa,Female,6/24/1987,7:37 PM,69740, 8 ,FALSE,Distribution
Frances,Female,7/21/2001,2:34 AM,91996, 12 ,FALSE,Product
,Female,10-11-1990,10:57 PM,98385, 11 ,,Human Resources
Barbara,,12/20/1994,10:09 AM,90556, 16 ,TRUE,Distribution
Christine,,6/15/1980,6:00 PM,50366, 10 ,TRUE,Marketing
Bobby,,7/21/2003,3:50 PM,84232, 16 ,TRUE,Engineering
Carl,,10/26/1991,8:11 AM,100888, 12 ,TRUE,Business Development
Bruce,Male,3/15/2013,11:13 PM,141335, 15 ,TRUE,Engineering
Rose,Female,5/20/1982,9:14 AM,97691, 2 ,FALSE,Client Services
Mildred,Female,2/21/1981,3:30 AM,47266, 10 ,FALSE,Client Services
,Male,10/13/1983,11:59 PM,139754, 13 ,,Sales
,Female,10/24/1993,5:17 PM,116236, 17 ,,Engineering
Todd,Male,2/16/2010,11:29 AM,103405, 16 ,FALSE,Sales
Alan,Male,2/17/2012,12:26 AM,41453, 10 ,FALSE,Product
Elizabeth,,2/16/1981,3:58 AM,52730, 13 ,FALSE,Marketing
Julie,,10/21/2000,1:15 AM,60361, 7 ,TRUE,Distribution
Teresa,,01-03-1992,3:47 PM,63103, 11 ,FALSE,Finance
Eric,Male,11-12-2004,9:16 PM,65168, 12 ,FALSE,Distribution
Edward,Male,8/30/2001,1:24 AM,73105, 6 ,TRUE,Engineering
Kimberly,Female,12-06-1986,2:23 PM,37916, 13 ,TRUE,Distribution
Kathy,Female,1/14/2001,5:11 AM,45682, 1 ,TRUE,Marketing
Peter,Male,11/24/1992,5:43 PM,69297, 1 ,FALSE,Finance
Beverly,Female,10/22/1990,2:45 PM,59070, 19 ,TRUE,Engineering
Ralph,Male,03-07-2012,2:25 AM,81215, 8 ,FALSE,Finance
Justin,Male,08-10-1997,11:00 PM,128036, 19 ,FALSE,Client Services
Irene,Female,6/23/2005,11:03 AM,89780, 9 ,TRUE,Sales
Irene,Female,11/29/2006,2:14 PM,125018, 10 ,TRUE,Legal
Jeremy,Male,11/26/1997,8:22 AM,133033, 12 ,FALSE,Sales
Cynthia,Female,6/29/2015,6:38 AM,82408, 9 ,TRUE,Marketing
,Female,4/13/1997,8:03 AM,131755, 3 ,,
Anne,Female,11/21/1984,12:30 PM,128305, 17 ,FALSE,Marketing
,,09-02-1988,12:49 PM,147309, 2 ,,Distribution
Debra,Female,03-12-1983,12:19 PM,74911, 20 ,FALSE,Marketing
Michael,Male,7/13/1988,1:48 PM,47079, 3 ,FALSE,Legal
Jason,,03-06-2008,1:20 AM,82873, 2 ,FALSE,Client Services
Rebecca,Female,2/23/1990,3:21 PM,134673, 7 ,FALSE,Engineering
Andrea,Female,11/17/2011,2:37 PM,123591, 7 ,TRUE,Engineering
Carl,Male,3/30/1987,5:59 PM,75598, 19 ,FALSE,
Randy,Male,9/27/2000,3:04 AM,89831, 13 ,TRUE,
Marilyn,Female,07-02-1984,4:06 PM,92430, 3 ,FALSE,Engineering
Wayne,Male,09-02-2009,1:37 AM,126956, 18 ,FALSE,Human Resources
Frances,Female,11-12-1996,6:08 PM,112467, 1 ,FALSE,Business Development
Amanda,,08-11-1991,2:15 PM,46665, 19 ,TRUE,Client Services
Kathleen,Female,8/28/2004,10:49 AM,42553, 4 ,TRUE,Distribution
Amanda,Female,1/25/1995,5:06 AM,102081, 5 ,FALSE,Sales
Amanda,,3/16/2010,9:17 AM,135118, 15 ,FALSE,Finance
Shawn,Male,9/29/1987,10:11 PM,71975, 10 ,FALSE,Human Resources
Katherine,Female,8/13/1996,12:21 AM,149908, 19 ,FALSE,Finance
Anna,,3/13/1985,9:19 AM,45418, 10 ,FALSE,Marketing
Elizabeth,Female,2/21/2010,7:02 AM,79145, 20 ,FALSE,Finance
Donald,Male,04-06-1988,10:00 AM,122920, 5 ,FALSE,
Gregory,Male,11/15/1999,5:22 PM,128031, 16 ,TRUE,Business Development
Ruth,Female,2/17/2004,5:38 AM,59969, 14 ,TRUE,Finance
Cynthia,Female,07-05-1986,1:24 AM,35381, 12 ,FALSE,Finance
Deborah,Female,11/21/1985,1:40 PM,113129, 17 ,FALSE,Client Services
Willie,Male,12-05-2009,5:39 AM,141932, 1 ,TRUE,Engineering
Debra,Female,5/28/2006,6:51 AM,42296, 17 ,FALSE,Product
Carl,Male,12/14/1984,8:49 PM,63395, 11 ,FALSE,Legal
Walter,Male,9/24/2007,11:16 PM,125382, 14 ,TRUE,Client Services
Lisa,Female,02-09-1982,6:44 PM,113592, 17 ,TRUE,Marketing
Rebecca,Female,03-05-2000,10:33 AM,46750, 11 ,TRUE,Sales
Jessica,Female,10/19/1986,9:58 PM,90285, 14 ,TRUE,Client Services
Steve,,8/27/2009,3:41 PM,53692, 5 ,TRUE,Marketing
Mary,,12/24/1986,7:02 PM,100341, 7 ,FALSE,Distribution
Craig,Male,8/21/1995,2:38 AM,123876, 4 ,FALSE,Engineering
Katherine,Female,12/19/2000,1:40 AM,41643, 5 ,TRUE,Distribution
Andrea,Female,8/31/1989,11:10 PM,113760, 13 ,TRUE,Distribution
Timothy,Male,10-06-2010,10:49 PM,49473, 12 ,FALSE,Legal
Anthony,Male,2/13/2013,1:35 PM,146141, 4 ,TRUE,Distribution
Harold,,02-04-2004,11:02 AM,79459, 8 ,TRUE,Business Development
Douglas,,02-04-2009,2:03 AM,104496, 15 ,TRUE,Marketing
James,Male,12-05-2001,7:06 AM,67789, 17 ,TRUE,Legal
Joseph,,3/28/1982,1:05 PM,86564, 12 ,TRUE,
Martha,Female,9/14/2001,3:22 AM,135758, 15 ,TRUE,Client Services
Laura,Female,07-12-2000,6:07 PM,84672, 4 ,FALSE,Distribution
Robert,Male,11-05-1982,12:41 PM,111580, 11 ,FALSE,Human Resources
Ralph,Male,3/24/1996,11:54 AM,50455, 16 ,FALSE,Business Development
,Male,8/28/2012,7:56 PM,88733, 2 ,,Human Resources
Diane,Female,10/30/2009,6:56 PM,130577, 13 ,FALSE,Marketing
Annie,Female,06-06-1992,10:04 AM,138925, 10 ,TRUE,Marketing
Jacqueline,Female,9/20/1994,6:07 PM,62371, 16 ,TRUE,Client Services
Brenda,Female,4/17/1984,7:12 AM,87715, 3 ,FALSE,Product
Lori,Female,09-11-2002,7:36 AM,66029, 3 ,TRUE,Client Services
Albert,Male,6/17/1992,3:25 AM,86818, 14 ,TRUE,Engineering
Frank,Male,11/23/2002,6:10 PM,75147, 17 ,FALSE,Product
Deborah,Female,4/23/2000,6:55 PM,105573, 5 ,TRUE,Product
Robin,,12/20/2005,2:42 PM,41230, 7 ,TRUE,Distribution
Alice,Female,1/21/2016,5:07 PM,117787, 10 ,FALSE,
,Male,10/20/1989,9:37 AM,88086, 19 ,,Finance
Paul,,2/18/2011,12:23 PM,91462, 19 ,FALSE,Finance
,Male,12/27/1996,7:07 AM,139959, 9 ,,Distribution
Brian,Male,04-07-2007,10:47 PM,93901, 18 ,TRUE,Legal
Julie,,05-08-1980,6:31 AM,50529, 17 ,FALSE,Finance
Bruce,Male,1/28/2007,11:10 PM,134988, 14 ,TRUE,Sales
Joan,Female,10-02-2007,2:53 AM,120941, 4 ,TRUE,Finance
Harold,Male,5/15/2007,6:37 PM,118753, 8 ,FALSE,Sales
Alice,Female,10/16/1995,9:19 PM,92799, 3 ,FALSE,Sales
Barbara,Female,11-12-2011,12:35 AM,85718, 13 ,FALSE,Client Services
Sarah,Female,04-06-1999,11:17 AM,109517, 5 ,FALSE,Human Resources
Samuel,Male,5/25/2012,4:40 PM,85550, 12 ,TRUE,Marketing
,Male,5/23/1990,2:09 AM,136655, 10 ,,Distribution
Barbara,,08-02-2002,5:13 AM,43312, 8 ,TRUE,Legal
Amy,,5/19/1984,11:47 AM,102839, 10 ,TRUE,Distribution
Frank,Male,03-02-2009,9:15 PM,78891, 8 ,TRUE,Distribution
Robin,,9/16/2005,1:26 AM,93201, 12 ,TRUE,Legal
Debra,Female,3/17/2011,1:12 PM,84693, 7 ,TRUE,Finance
Brandon,,5/31/2004,3:36 PM,73587, 10 ,TRUE,Human Resources
Thomas,Male,09-07-1991,9:51 AM,65251, 11 ,FALSE,Distribution
Harry,Male,9/23/2015,1:36 AM,129148, 15 ,TRUE,Engineering
Todd,Male,07-04-1993,6:53 PM,128175, 18 ,TRUE,
Patricia,Female,03-07-1998,1:10 AM,75825, 8 ,FALSE,Engineering
Steve,Male,01-11-2002,9:17 PM,51821, 1 ,TRUE,Legal
,Male,04-07-1995,4:32 AM,60411, 12 ,,Human Resources
Edward,Male,11/27/1997,1:00 AM,58327, 17 ,TRUE,Finance
Karen,Female,01-09-2014,10:09 PM,46478, 17 ,FALSE,Engineering
Martin,,02-06-2001,4:17 AM,123963, 16 ,TRUE,Engineering
Ann,Female,9/28/1994,5:44 AM,79796, 10 ,FALSE,Distribution
Jonathan,Male,7/30/1984,6:02 PM,83809, 13 ,FALSE,Distribution
Peter,Male,3/22/1982,7:28 AM,77933, 13 ,TRUE,Engineering
Eric,Male,6/15/1993,3:56 AM,51070, 14 ,TRUE,Business Development
Jason,,4/15/1988,8:16 PM,97480, 12 ,FALSE,Human Resources
Terry,Male,10/21/2010,11:18 PM,58357, 8 ,FALSE,Engineering
John,Male,1/29/1999,3:07 AM,67165, 13 ,FALSE,Engineering
Marie,Female,04-08-1983,2:01 PM,145988, 19 ,TRUE,Human Resources
Harold,Male,4/16/2010,5:13 AM,147417, 12 ,TRUE,Business Development
Joshua,Male,6/27/1997,3:23 PM,95003, 5 ,TRUE,Marketing
Brandon,,09-05-1992,2:32 AM,144187, 11 ,TRUE,Legal
Andrea,Female,12-10-2001,6:40 AM,37888, 13 ,FALSE,Engineering
Jeremy,Male,5/19/1991,1:40 PM,131513, 2 ,TRUE,Finance
Daniel,Male,2/29/2016,4:04 AM,77287, 13 ,TRUE,
Roy,Male,05-10-2004,1:22 PM,46875, 13 ,TRUE,Sales
